PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,MONTH
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10140,ABQ,12339,IND,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10155,ACT,10185,AEX,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10155,ACT,10185,AEX,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10155,ACT,10781,BTR,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10155,ACT,12892,LAX,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10155,ACT,14492,RDU,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10172,ADW,11995,GSO,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10140,ABQ,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10423,AUS,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10559,BFI,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10693,BNA,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10781,BTR,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10821,BWI,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10821,BWI,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,11193,CVG,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,11259,DAL,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,11267,DAY,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,11292,DEN,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,11789,FTW,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,11995,GSO,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,11995,GSO,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,12054,GYR,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,12191,HOU,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,12339,IND,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,13360,MLB,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,13377,MLU,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,13587,MZJ,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,14524,RIC,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,14574,ROA,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,14711,SCE,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,15016,STL,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,15370,TUL,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,15919,XNA,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10194,AFW,11049,CLL,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10194,AFW,13341,MKC,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10216,AHN,11111,COU,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10216,AHN,13105,LUK,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10216,AHN,13851,OKC,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10216,AHN,14100,PHL,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10216,AHN,14761,SFB,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10257,ALB,10721,BOS,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10397,ATL,11067,CMI,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10397,ATL,15412,TYS,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,10216,AHN,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,10781,BTR,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,11049,CLL,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,11150,CSG,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,11193,CVG,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,11193,CVG,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,12007,GTR,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,14730,SDF,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,15370,TUL,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,15919,XNA,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,BDL,11003,CID,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,BDL,11193,CVG,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,BDL,11193,CVG,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,BDL,13487,MSP,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,BDL,14524,RIC,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,BDL,14576,ROC,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,BDL,14576,ROC,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,BDL,14576,ROC,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,10529,BDL,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,10721,BOS,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,11066,CMH,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,14122,PIT,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10559,BFI,12892,LAX,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10559,BFI,13487,MSP,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10559,BFI,14683,SAT,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10599,BHM,11618,EWR,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10599,BHM,14492,RDU,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10599,BHM,15153,TCL,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10683,BMG,13244,MEM,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,10155,ACT,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,10683,BMG,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,10721,BOS,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,11027,CKB,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,11066,CMH,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,11066,CMH,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,11193,CVG,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,11995,GSO,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,12206,HRL,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,13105,LUK,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,13341,MKC,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,13930,ORD,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,14492,RDU,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10713,BOI,14869,SLC,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10721,BOS,10540,BED,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10721,BOS,11764,FRG,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10721,BOS,13232,MDW,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,10185,AEX,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,10185,AEX,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,10423,AUS,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,10423,AUS,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,11049,CLL,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,11067,CMI,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,11834,FYV,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,11995,GSO,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,12896,LBB,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,13244,MEM,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,14492,RDU,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,11067,CMI,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,11433,DTW,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,11618,EWR,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,10781,BTR,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,11193,CVG,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,11193,CVG,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,11618,EWR,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,11764,FRG,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,13290,MHK,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,13290,MHK,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,13485,MSN,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,15016,STL,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,15096,SYR,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10849,BZN,14831,SJC,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10868,CAE,10216,AHN,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10868,CAE,10781,BTR,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10868,CAE,11423,DSM,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10868,CAE,11618,EWR,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10868,CAE,14711,SCE,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10933,CEF,12339,IND,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,CHO,12264,IAD,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10994,CHS,10781,BTR,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11003,CID,13232,MDW,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11003,CID,14524,RIC,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11027,CKB,10693,BNA,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11027,CKB,10781,BTR,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11027,CKB,11764,FRG,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11027,CKB,13241,MEI,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11027,CKB,13341,MKC,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11027,CKB,14730,SDF,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11049,CLL,10423,AUS,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11049,CLL,11259,DAL,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11049,CLL,11995,GSO,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11049,CLL,13495,MSY,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11049,CLL,13930,ORD,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11049,CLL,14683,SAT,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11049,CLL,15153,TCL,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11057,CLT,10185,AEX,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11057,CLT,11267,DAY,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11057,CLT,13341,MKC,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,10185,AEX,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,10185,AEX,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,10540,BED,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11423,DSM,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11433,DTW,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11995,GSO,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,12264,IAD,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,12264,IAD,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,12884,LAN,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,13203,MCN,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,14100,PHL,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,14492,RDU,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,14683,SAT,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,15016,STL,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,15016,STL,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,15919,XNA,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,10868,CAE,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,11123,CPS,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,11789,FTW,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,13342,MKE,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,13487,MSP,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,13930,ORD,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,15153,TCL,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,15249,TLH,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,15919,XNA,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,COU,11726,FOE,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11140,CRP,11603,EUG,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11150,CSG,11027,CKB,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,10185,AEX,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,10185,AEX,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,10423,AUS,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,10693,BNA,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,10821,BWI,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,10821,BWI,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,10821,BWI,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,11433,DTW,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,11995,GSO,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,11995,GSO,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,11995,GSO,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,12054,GYR,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,12206,HRL,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,12544,USA,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,12892,LAX,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,12892,LAX,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13061,LRD,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13244,MEM,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13342,MKE,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13342,MKE,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13587,MZJ,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13871,OMA,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13930,ORD,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14100,PHL,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14100,PHL,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14524,RIC,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14524,RIC,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14524,RIC,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14576,ROC,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14679,SAN,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14679,SAN,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14679,SAN,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14683,SAT,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14711,SCE,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14869,SLC,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,15016,STL,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,15376,TUS,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11252,DAB,13244,MEM,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,10693,BNA,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,11049,CLL,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,11764,FRG,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,14492,RDU,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,11067,CMI,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,11995,GSO,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,12264,IAD,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,13931,ORF,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,15919,XNA,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,11995,GSO,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,13244,MEM,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,13796,OAK,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,13930,ORD,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,14108,PIA,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,14683,SAT,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11298,DFW,10185,AEX,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11308,DHN,11995,GSO,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11308,DHN,14492,RDU,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11423,DSM,10423,AUS,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11423,DSM,10821,BWI,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11423,DSM,12884,LAN,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,10185,AEX,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,11193,CVG,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,11193,CVG,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,11618,EWR,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,13487,MSP,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,13871,OMA,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,15376,TUS,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,10821,BWI,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,11067,CMI,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,12264,IAD,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,14100,PHL,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,14107,PHX,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,15016,STL,1
